id|tituloPincipal|tituloOriginal|anoLancamento|tempoMinutos|genero|notaMedia|numeroVotos|generoArtista|personagem|nomeArtista|anoNascimento|anoFalecimento|profissao|titulosMaisConhecidos
tt0062266|The Shuttered Room|The Shuttered Room|1967|99|Horror|5.8|1788|actress|Aunt Agatha|Flora Robson|1902|1984|actress,soundtrack|tt0082186,tt0033028,tt0038053,tt0039192
tt0062345|A Taste of Blood|A Taste of Blood|1967|117|Horror|4.6|650|actress|Helene Stone|Elizabeth Lee|\N|\N|actress|tt0062288,tt0062317,tt0062345
tt0062446|The Rape of the Vampire|Le viol du vampire|1968|95|Horror|5.3|1209|actress|Brigitte|Solange Pradel|1943|\N|actress,soundtrack|tt0070904,tt0303632,tt0072131,tt0062446
tt0062833|The Crimson Cult|Curse of the Crimson Altar|1968|89|Horror|5.5|2610|actor|Morley|Christopher Lee|1922|2015|actor,soundtrack,miscellaneous|tt0070917,tt0167261,tt0120737,tt0121765
tt0062885|The Devil Rides Out|The Devil Rides Out|1968|96|Horror|6.9|9347|actress|Tanith Carlisle|Nike Arrighi|1947|\N|actress|tt0062885,tt0212698,tt0070460,tt0065580
tt0062943|The Strange World of Coffin Joe|O Estranho Mundo de Zé do Caixão|1968|80|Horror|6.3|647|actor|(segment \O Fabricante de Bonecas\)|Mário Lima|\N|\N|actor,producer,script_department|tt12850872,tt0067099,tt0187427,tt0191278
tt0063170|Snake Woman's Curse|Kaidan hebi-onna|1968|85|Horror|6.4|317|actor|Yasuke  Asa's Father|Kô Nishimura|1923|1997|actor|tt0082722,tt0054460,tt0057565,tt0055630
tt0063362|Las noches del Hombre Lobo|Las noches del Hombre Lobo|1968|\N|Horror|6.2|33|actor|Waldemar DaninskyWerewolf|Paul Naschy|1934|2009|actor,writer,director|tt0092596,tt0073338,tt0081415,tt0080585
tt0063608|Sinthia: The Devil's Doll|Sinthia: The Devil's Doll|1970|78|Horror|3.8|260|actor|Mark|Gary Kent|1933|\N|actor,stunts,production_manager|tt0281686,tt0109456,tt0131549,tt3223636
tt0063721|Trilogy of Terror|Trilogia de Terror|1968|102|Horror|6.1|112|actor|(segment \Acordo O\)|Luiz Humberto|\N|\N|actor|tt0063721,tt0259564,tt0444337,tt0209781
tt0063756|Las vampiras|Las vampiras|1969|91|Horror|5.3|77|actor|Carlos Mayer|Pedro Armendáriz Jr.|1940|2011|actor,producer,soundtrack|tt0285823,tt0236493,tt0097742,tt0120746
tt0064369|The Ghastly Ones|The Ghastly Ones|1968|81|Horror|3.8|749|actress|Vicky|Anne Linden|\N|\N|actress|tt0216679,tt0369503,tt0220529,tt0062972
tt0064726|Night of Bloody Horror|Night of Bloody Horror|1969|89|Horror|3.5|401|actress|Angelle Miliot|Gaye Yellen|\N|\N|actress|tt0064726
tt0064729|Nightmare in Wax|Nightmare in Wax|1969|96|Horror|3.9|840|actress|Marie Morgan|Anne Helm|1938|\N|actress|tt0047708,tt0051312,tt0058791,tt0055992
tt0064747|The Oblong Box|The Oblong Box|1969|96|Horror|6.0|3595|actor|Joshua Kemp|Rupert Davies|1916|1976|actor|tt0059749,tt0423702,tt0066549,tt0047766
tt0064801|El perfil de Satanás|El perfil de Satanás|1969|85|Horror|4.6|10|actor|Auri|Manuel Gil|1933|\N|actor|tt0052678,tt0059059,tt0066412,tt0053669
tt0064950|Scream Baby Scream|Scream Baby Scream|1969|83|Horror|4.0|255|actor|Scotty|Chris Martell|\N|\N|actor,assistant_director,composer|tt0067674,tt0164585,tt0065727,tt0179471
tt0065168|The Nude Vampire|La vampire nue|1970|90|Horror|5.4|1573|actor|Voringe|Bernard Musson|1925|2010|actor,miscellaneous|tt0070354,tt0123842,tt0068361,tt0061395
tt0065478|Blood Mania|Blood Mania|1970|81|Horror|4.0|996|actress|Gail Waterman|Vicki Peters|1950|\N|actress|tt0073396,tt0197664,tt0065478
tt0065479|Blood of the Iron Maiden|Blood of the Iron Maiden|1970|84|Horror|5.4|34|actress|Carol|Carole Kane|\N|\N|actress|tt0056757,tt0065479,tt0059983,tt0058855
tt0065483|The Body Beneath|The Body Beneath|1970|82|Horror|4.2|543|actor|Spool|Berwick Kaler|1946|\N|actor|tt0183790,tt0247130,tt0098913,tt0065480
tt0065580|Countess Dracula|Countess Dracula|1971|93|Horror|5.9|4386|actor|Imre Toth|Sandor Elès|1936|2002|actor|tt4733004,tt0055701,tt0148018,tt0073312
tt0065597|Cry of the Banshee|Cry of the Banshee|1970|91|Horror|5.5|2588|actor|Mickey|Hugh Griffith|1912|1980|actor|tt0057590,tt0052618,tt0063385,tt0060522
tt0065624|Playgirl Killer|Playgirl Killer|1967|85|Horror|4.4|210|actress|Nikki|Andrée Champagne|1939|2020|actress,casting_department,soundtrack|tt0082484,tt0065624,tt0188316,tt0122436
tt0065660|Dracula, Prisoner of Frankenstein|Drácula contra Frankenstein|1972|85|Horror|4.1|754|actor|Dr. Jonathan Seward|Alberto Dalbés|1922|1983|actor|tt0059546,tt0059427,tt0070779,tt0068559
tt0065669|The Dunwich Horror|The Dunwich Horror|1970|90|Horror|5.4|4540|actress|Nancy Wagner|Sandra Dee|1942|2005|actress,soundtrack|tt0052847,tt0056093,tt0053320,tt0052918
tt0065744|The Shiver of the Vampires|Le frisson des vampires|1971|95|Horror|5.6|1908|actress|Isa|Sandra Julien|1950|\N|actress|tt0065744,tt0068759,tt0219161,tt0158578
tt0065750|Fury of the Wolfman|La furia del Hombre Lobo|1972|86|Horror|3.7|854|actor|Det. Wilhelm Kaufmann|Miguel de la Riva|\N|\N|actor|tt0062200,tt0064802,tt0069457,tt0060790
tt0065887|Incense for the Damned|Incense for the Damned|1971|87|Horror|3.9|637|actor|Tony Seymour|Alexander Davion|1929|2019|actor|tt0057401,tt0222652,tt0062430,tt0061094
tt0065905|Scream of the Demon Lover|Il castello dalle porte di fuoco|1970|98|Horror|5.0|362|actress|Cristiana|Agostina Belli|1947|\N|actress|tt0077459,tt0164560,tt0072037,tt0075318
tt0066058|Mark of the Witch|Mark of the Witch|1970|78|Horror|4.6|520|actor|Mac Stuart|Robert Elston|1932|1987|actor|tt0086720,tt0055685,tt0045449,tt0066058
tt0066077|Moon and Midnight|Midi minuit|1970|101|Horror|5.2|71|actress|L'enfant|Véronique Lucchesi|\N|\N|actress|tt0066077
tt0066104|She Killed in Ecstasy|Sie tötete in Ekstase|1971|80|Horror|5.7|1860|actress|Mrs. Johnson|Soledad Miranda|1943|1970|actress|tt0055577,tt0066380,tt0067846,tt0218181
tt0066132|Web of the Spider|Nella stretta morsa del ragno|1971|102|Horror|5.6|755|actor|Dr. Carmus|Peter Carsten|1928|2012|actor,producer|tt0059764,tt0062863,tt0065268,tt0058883
tt0066143|Night of the Bloody Transplant|Night of the Bloody Transplant|1970|\N|Horror|3.0|65|actor|\N|Cal Seeley|\N|\N|actor|tt0066143
tt0066160|The Werewolf Versus the Vampire Woman|La noche de Walpurgis|1971|86|Horror|5.2|1796|actress|Genevieve Bennett|Barbara Capell|1950|\N|actress,writer|tt0064516,tt0064711,tt0065169,tt0268867
tt0066267|Something Creeping in the Dark|Qualcosa striscia nel buio|1971|95|Horror|5.3|387|actress|Sylvia Forrest|Lucia Bosè|1931|2020|actress,soundtrack|tt0064940,tt0046313,tt0042355,tt0179841
tt0066476|The Touch of Satan|The Touch of Satan|1971|90|Horror|2.3|3064|actress|Molly Strickland|Yvonne Winslow|1921|2012|actress|tt0070059,tt0066476
tt0066518|The Vampire Lovers|The Vampire Lovers|1970|91|Horror|6.4|6538|actress|MarcillaCarmillaMircalla Karnstein|Ingrid Pitt|1937|2010|actress,writer|tt0065207,tt0065580,tt0066518,tt0070917
tt0066519|The Horrible Sexy Vampire|El vampiro de la autopista|1971|90|Horror|4.3|243|actress|\N|Susan Carvasal|\N|\N|actress|tt0066519
tt0066578|The Wizard of Gore|The Wizard of Gore|1970|95|Horror|5.2|3705|actress|Sherry Carson|Judy Cler|\N|\N|actress|tt0066578
tt0066600|The Vampire Doll|Yûrei yashiki no kyôfu: Chi wo sû ningyô|1970|85|Horror|6.6|1098|actress|Yûko Nonomura - Kazuhiko's Fiance|Yukiko Kobayashi|1946|\N|actress|tt0184169,tt0063172,tt0065776,tt0060808
tt0066757|The Feast of Satan|Las amantes del diablo|1971|90|Horror|4.7|173|actress|Andrea|Teresa Gimpera|1936|\N|actress|tt0070040,tt0092584,tt0061339,tt0071099
tt0066816|The Beast of the Yellow Night|The Beast of the Yellow Night|1971|87|Horror|3.4|856|actress|Julia Rogers|Mary Charlotte Wilcox|1947|\N|actress,writer|tt0098851,tt0136376,tt0081925,tt0066816
tt0066846|Blood Shack|Blood Shack|1971|55|Horror|2.9|555|actor|Daniel|Jason Wayne|1946|1975|actor|tt0187259,tt0272072,tt0213258,tt0276036
tt0066847|Blood Thirst|Blood Thirst|1971|74|Horror|4.5|382|actor|Calderon|Vic Silayan|1929|1987|actor|tt0221322,tt0279196,tt0312863,tt0402134
tt0066848|Blood and Lace|Blood and Lace|1971|87|Horror|5.4|1100|actor|Calvin Carruthers|Vic Tayback|1930|1990|actor,director|tt0071115,tt0096787,tt0073955,tt0062765
tt0066849|The Blood on Satan's Claw|The Blood on Satan's Claw|1971|97|Horror|6.4|6504|actor|The Judge|Patrick Wymark|1926|1970|actor|tt0065207,tt0063285,tt0059646,tt0064072
tt0066863|The Brotherhood of Satan|The Brotherhood of Satan|1971|92|Horror|5.5|1683|actor|Doc Duncan|Strother Martin|1919|1980|actor,soundtrack|tt0065214,tt0061512,tt0076723,tt0065126
tt0066893|Carnival of Blood|Carnival of Blood|1970|87|Horror|3.8|565|actor|Harry|William Grannell|1929|1986|actor|tt0068164,tt0070113,tt0067133,tt0261422
tt0066914|A Virgin Among the Living Dead|La nuit des étoiles filantes|1973|105|Horror|4.9|2537|actress|The Queen of the Night|Anne Libert|1946|\N|actress|tt1360757,tt0066914,tt0351173,tt0068559
tt0066990|Deviation|Deviation|1971|89|Horror|6.0|175|actor|PaulOlivia's partner|Malcolm Terris|1941|2020|actor|tt0079240,tt0103939,tt0086993,tt0081943
tt0067016|Dr. Jekyll vs. The Werewolf|Doctor Jekyll y el Hombre Lobo|1972|96|Horror|5.5|593|actress|Justine|Shirley Corrigan|\N|\N|actress|tt1575673,tt0073212,tt0073051,tt0188837
tt0067063|Escalofrío diabólico|Escalofrío diabólico|1972|85|Horror|5.0|33|actress|Vivianne|Patty Shepard|1945|2013|actress,miscellaneous|tt0069697,tt0092873,tt0082264,tt0067434
tt0067094|Beware My Brethren|The Fiend|1972|92|Horror|5.2|536|actor|Minister|Patrick Magee|1922|1982|actor|tt0058777,tt0066921,tt0082158,tt0072684
tt0067169|Guru, the Mad Monk|Guru, the Mad Monk|1970|62|Horror|3.5|626|actress|Christine|Julia Wills|\N|\N|actress|tt0067169
tt0067176|Hands of the Ripper|Hands of the Ripper|1971|85|Horror|6.2|2734|actress|Laura|Jane Merrow|1941|\N|actress,writer,producer|tt0063227,tt0060461,tt0065372,tt4952200
tt0067192|The Headless Eyes|The Headless Eyes|1971|78|Horror|4.0|485|actress|\N|Ann Wells|\N|\N|actress|tt0067192,tt0210532,tt0259643,tt0197403
tt0067210|O Homem Lobo|O Homem Lobo|1971|91|Horror|4.4|37|actor|\N|Raffaele Rossi|\N|\N|actor|tt0028861,tt0306903,tt0067210,tt0029704
tt0067229|I Drink Your Blood|I Drink Your Blood|1971|83|Horror|5.9|3821|actor|Horace Bones|Bhaskar Roy Chowdhury|1930|2003|actor,miscellaneous|tt0066237,tt0077609,tt0067229,tt0215267
tt0067321|Lady Frankenstein|La figlia di Frankenstein|1971|93|Horror|5.0|2166|actor|Baron Frankenstein|Joseph Cotten|1905|1994|actor,soundtrack,writer|tt0041959,tt0070723,tt0036855,tt0033467
tt0067352|La llamada del vampiro|La llamada del vampiro|1972|102|Horror|4.4|138|actress|Margaret|Loreta Tovar|1952|\N|actress|tt0068232,tt0071292,tt0066144,tt0120946
tt0067367|Lust for a Vampire|Lust for a Vampire|1971|95|Horror|5.7|2997|actress|Countess Herritzen|Barbara Jefford|1930|2020|actress|tt0142688,tt2431286,tt0063599,tt0120053
tt0067461|Resentment of Daughter-in-law|Myonuriui han|1972|88|Horror|4.7|7|actor|\N|Il Sub Paek|\N|\N|actor|tt0464620,tt0067461
tt0067473|Nightshade|Nachtschatten|1972|96|Horror|5.9|74|actor|Wirt|Max Krügel|\N|\N|actor|tt0067473
tt0067480|The Butcher of Binbrook|Necrophagus|1971|86|Horror|3.7|311|actress|Lady Anne|Catherine Ellison|\N|\N|actress|tt1353138,tt0058071,tt0054518,tt0053799
tt0067503|Lake of Dracula|Noroi no yakata: Chi o suu me|1971|82|Horror|6.2|903|actress|Natsuko Kashiwagi|Sanae Emi|1951|1988|actress|tt0067503,tt0293221,tt0294724
tt0067556|Pastel de sangre|Pastel de sangre|1971|89|Horror|5.1|56|actor|Victor Frankenstein (segment \Victor Frankenstein\)|Ángel Carmona Ristol|\N|\N|actor|tt0067556
tt0067640|Quando os Deuses Adormecem|Quando os Deuses Adormecem|1972|82|Horror|6.7|45|actor|Ze do Caixao|José Mojica Marins|1936|2020|actor,director,writer|tt0923683,tt0077517,tt0060380,tt0059440
tt0067663|The Reincarnate|The Reincarnate|1971|122|Horror|4.9|130|actor|David Payne|Jay Reynolds|\N|\N|actor|tt0096380,tt0066649,tt0067663
tt0067671|The Return of Count Yorga|The Return of Count Yorga|1971|97|Horror|5.6|1335|actress|Jennifer Nelson|Yvonne Wilder|1937|2021|actress,soundtrack,writer|tt0081480,tt0085000,tt0055614,tt0075551
tt0067690|Daughters of Darkness|Les lèvres rouges|1971|87|Horror|6.5|6278|actress|Valerie|Danielle Ouimet|1947|\N|actress|tt0067690,tt0195166,tt0065166,tt0071262
tt0067757|Simon, King of the Witches|Simon, King of the Witches|1971|99|Horror|5.9|843|actor|Simon Sinestrari|Andrew Prine|1936|2022|actor,writer|tt0091003,tt0056241,tt1731697,tt0107007
tt0067924|Vampire Circus|Vampire Circus|1972|87|Horror|6.3|4470|actress|Gypsy Woman|Adrienne Corri|1931|2016|actress|tt0066921,tt0059113,tt0058997,tt0057547
tt0067929|The Velvet Vampire|The Velvet Vampire|1971|80|Horror|5.3|1447|actress|Susan Ritter|Sherry E. DeBoer|1952|\N|actress|tt0070945,tt0071034,tt0076516,tt0066881
tt0067934|The Legend of Spider Forest|Venom|1971|91|Horror|4.5|228|actor|Paul Greville|Simon Brent|1937|2008|actor,producer|tt0067934,tt0058846,tt0129717,tt0165593
tt0067948|The Invisible Dead|La vie amoureuse de l'homme invisible|1970|82|Horror|4.3|494|actress|Cécile Orloff|Brigitte Carva|\N|\N|actress|tt0067948
tt0067950|Requiem for a Vampire|Requiem pour un vampire|1972|87|Horror|5.3|2032|actor|Le vieux vampire|Michel Delesalle|\N|\N|actor|tt0071214,tt0126004,tt0067950
tt0067972|Werewolves on Wheels|Werewolves on Wheels|1971|80|Horror|4.3|1443|actor|Adam|Steve Oliver|1941|2008|actor,director,assistant_director|tt0077895,tt0057779,tt0080031,tt0067476
tt0067991|Willard|Willard|1971|95|Horror|6.2|4695|actress|Joan|Sondra Locke|1944|2018|actress,director,soundtrack|tt0086383,tt0080472,tt0077523,tt0075029
tt0068187|Alabama's Ghost|Alabama's Ghost|1973|96|Horror|5.0|230|actor|Otto Max|Steven Kent Browne|\N|\N|actor|tt0070119,tt0068187
tt0068199|The Devil's Lover|L'amante del demonio|1972|80|Horror|3.9|173|actor|Helmuth|Robert Woods|1936|\N|actor,executive|tt0060351,tt0062107,tt0062736,tt0059706
tt0068230|Asylum|Asylum|1972|88|Horror|6.5|7413|actress|Bonnie (segment \Frozen Fear\)|Barbara Parkins|1942|\N|actress,camera_department|tt0066258,tt0062430,tt0067419,tt0057779
tt0068231|Asylum of Satan|Asylum of Satan|1972|80|Horror|3.9|469|actor|Chris Duncan|Nick Jolley|1948|1997|actor,soundtrack|tt0068231
tt0068289|Blood Sabbath|Blood Sabbath|1972|86|Horror|4.1|565|actress|Yyala|Susan Damante|1950|\N|actress,writer,producer|tt11151558,tt0068334,tt1466074,tt0077587
tt0068290|Blood from the Mummy's Tomb|Blood from the Mummy's Tomb|1971|94|Horror|5.6|3461|actress|MargaretTera|Valerie Leon|1943|\N|actress|tt0076752,tt0086006,tt0064133,tt0065525
tt0068352|The Legend of Blood Castle|Ceremonia sangrienta|1973|89|Horror|5.9|720|actress|Marina|Ewa Aulin|1950|\N|actress,producer|tt0068862,tt0066945,tt0062776,tt0068972
tt0068437|The Curse of the Alpha Stone|The Curse of the Alpha Stone|1972|89|Horror|4.2|75|actress|Evelyn Findlay|Sandy Carey|\N|\N|actress|tt0347406,tt0070910,tt2337879,tt0143448
tt0068438|Curse of the Headless Horseman|Curse of the Headless Horseman|1972|75|Horror|2.1|459|actress|Lydia|Lydia Rosenbloom|\N|\N|actress|tt0068438
tt0068448|Daughters of Satan|Daughters of Satan|1972|90|Horror|4.5|1091|actor|James Robertson|Tom Selleck|1945|\N|actor,producer,writer|tt1595859,tt0094137,tt0119360,tt0080240
tt0068458|Death Line|Death Line|1972|87|Horror|5.9|4827|actor|Detective Sergeant Rogers|Norman Rossington|1928|1999|actor|tt0054269,tt0058182,tt0067388,tt0056197
tt0068459|Deathmaster|Deathmaster|1972|84|Horror|5.2|394|actor|Pico|Bill Ewing|1948|\N|actor,producer,director|tt0084694,tt0346750,tt0399862,tt0079550
tt0068489|Disciple of Death|Disciple of Death|1972|84|Horror|4.0|137|actor|Stranger|Mike Raven|1924|1997|actor,writer,producer|tt0068489,tt0068727,tt0067367,tt0066958
tt0068504|The Mansion of Madness|The Mansion of Madness|1973|99|Horror|5.1|1104|actor|Dr. MaillardRaoul Fragonard|Claudio Brook|1927|1995|actor|tt0097742,tt0104029,tt0056732,tt0059719
tt0068505|Dracula A.D. 1972|Dracula A.D. 1972|1972|96|Horror|5.9|6851|actress|Jessica Van Helsing|Stephanie Beacham|1947|\N|actress,soundtrack|tt0096698,tt0068505,tt0452643,tt0081856
tt0068522|Les démons|Les démons|1973|118|Horror|5.2|821|actress|Mother Rosalinda|Doris Thomas|\N|\N|actress|tt0071239,tt0063261,tt1362535,tt0069437
tt0068596|The Flesh and Blood Show|The Flesh and Blood Show|1972|96|Horror|5.4|999|actor|Mike|Ray Brooks|1939|\N|actor,miscellaneous|tt0069847,tt0059362,tt1461383,tt0060278
tt0068598|Las flores del miedo|Las flores del miedo|1973|87|Horror|4.9|15|actor|\N|Julián Esteban|\N|\N|actor,art_department,miscellaneous|tt0049918,tt0048137,tt0068598,tt0075110
tt0068654|Count Dracula's Great Love|El gran amor del conde Drácula|1973|85|Horror|5.2|1084|actress|Senta|Rosanna Yanni|1938|\N|actress,producer|tt0062957,tt0067232,tt0070140,tt0068702
tt0068658|Grave of the Vampire|Grave of the Vampire|1972|91|Horror|5.0|1364|actor|James Eastman|William Smith|1933|2021|actor,stunts,miscellaneous|tt0087985,tt0074048,tt0080377,tt0058819
tt0068727|I, Monster|I, Monster|1971|75|Horror|5.8|1701|actor|Frederick Utterson|Peter Cushing|1913|1994|actor,writer,art_department|tt0052905,tt0050280,tt0068713,tt0076759
tt0068746|Invasion of the Blood Farmers|Invasion of the Blood Farmers|1972|77|Horror|3.7|1029|actress|Jenny Anderson|Tanna Hunter|\N|\N|actress|tt0068746
tt0068772|El jorobado de la Morgue|El jorobado de la Morgue|1973|87|Horror|6.1|825|actor|Dr. Frederick Tauchner|Víctor Barrera|\N|\N|actor,writer,director|tt0305205,tt0091277,tt5151036,tt0076812
tt0068958|El misterio de Cynthia Baird|El misterio de Cynthia Baird|1985|82|Horror|3.9|24|actress|Ann (Bill's Wife)|María Salerno|1948|\N|actress|tt0084238,tt0065759,tt0120946,tt0084159
tt0068966|The Witches Mountain|El monte de las brujas|1973|80|Horror|3.9|429|actor|Mario|Cihangir Gaffari|1940|\N|actor,producer|tt0068522,tt0071420,tt0092675,tt0293111
tt0068994|Necromancy|Necromancy|1972|83|Horror|4.6|965|actor|Frank Brandon|Michael Ontkean|1946|\N|actor|tt0409594,tt0076723,tt0098936,tt0081758
tt0069018|Night of 1000 Cats|La noche de los mil gatos|1972|93|Horror|3.9|773|actress|Christa|Christa Linder|1943|\N|actress,music_department,soundtrack|tt0060443,tt0070023,tt0283129,tt0283390
tt0069029|The Blood Spattered Bride|La novia ensangrentada|1972|102|Horror|6.2|2120|actor|Doctor|Dean Selmier|1938|2004|actor|tt0073513,tt0066886,tt0064358,tt0067457
tt0069046|The Hanging Woman|La orgía de los muertos|1973|98|Horror|5.7|808|actor|The Detective|Pasquale Basile|\N|\N|actor,stunts,miscellaneous|tt0208470,tt0056024,tt0067389,tt0066950
tt0069047|The Vampires Night Orgy|La orgía nocturna de los vampiros|1973|84|Horror|4.8|798|actor|Mayor|José Guardiola|1921|1988|actor,miscellaneous|tt0054875,tt0093758,tt0259983,tt0047489
tt0069048|Baron Blood|Gli orrori del castello di Norimberga|1972|98|Horror|5.9|3866|actor|Baron Otto von KleistAlfred Becker|Joseph Cotten|1905|1994|actor,soundtrack,writer|tt0041959,tt0070723,tt0036855,tt0033467
tt0069162|The Rats Are Coming! The Werewolves Are Here!|The Rats Are Coming! The Werewolves Are Here!|1972|91|Horror|3.4|444|actor|Mr. Micawber|Chris Shore|\N|\N|actor|tt0069162
tt0069165|Vengeance of the Zombies|La rebelión de las muertas|1973|89|Horror|4.8|838|actress|Elvire Irving|Romy|\N|\N|actress|tt0066074,tt0068185,tt0069143,tt9672244
tt0069208|The Dracula Saga|La saga de los Drácula|1973|92|Horror|5.7|255|actor|Hans|Tony Isbert|1950|\N|actor|tt0099701,tt0064131,tt0450532,tt0415421
tt0069292|So Evil, My Sister|So Evil, My Sister|1974|80|Horror|4.4|101|actress|Brenda|Susan Strasberg|1938|1999|actress|tt0048491,tt0076636,tt0055505,tt0052961
tt0069308|Stanley|Stanley|1972|108|Horror|4.6|725|actor|Tim Ochopee|Chris Robinson|1938|\N|actor,director,writer|tt6299592,tt0071099,tt0166913,tt0079969
tt0069375|Three on a Meathook|Three on a Meathook|1972|80|Horror|4.4|768|actress|Sherry|Sherry Steiner|1948|\N|actress,art_department,miscellaneous|tt0073031,tt0075930,tt0075451,tt0069375
tt0069427|Twins of Evil|Twins of Evil|1971|87|Horror|6.6|5807|actor|Woodman|Inigo Jackson|1933|2001|actor|tt0421372,tt0063893,tt0297621,tt0056751
tt0069464|Virgin Witch|Virgin Witch|1972|88|Horror|4.9|1387|actress|Sybil Waite|Patricia Haines|1932|1977|actress|tt0063893,tt0064572,tt0054518,tt0162126
tt0069473|Voodoo Heartbeat|Voodoo Heartbeat|1973|88|Horror|5.5|21|actor|\N|Ebby Rhodes|\N|\N|actor,assistant_director|tt0066285,tt0069473
tt0069494|What Became of Jack and Jill?|What Became of Jack and Jill?|1972|93|Horror|5.6|200|actor|Johnnie Tallent|Paul Nicholas|1944|\N|actor,music_department,soundtrack|tt0073298,tt0073812,tt0085040,tt0078239
tt0069715|And Now the Screaming Starts!|And Now the Screaming Starts!|1973|91|Horror|5.9|2766|actor|Dr. Whittle|Patrick Magee|1922|1982|actor|tt0058777,tt0066921,tt0082158,tt0072684
tt0069745|Female Vampire|La comtesse noire|1973|82|Horror|4.7|1935|actor|Baron Von Rathony|Jack Taylor|1936|\N|actor,writer,art_director|tt0071439,tt0082198,tt0142688,tt0082748
